OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality,Review_Reason
skyscraper,Other Services,Other Services,10015,Arts and Entertainment > Escape Room,Arts and Entertainment , Escape Room,0.571,Low,Low similarity score
grilling_equipment,Other Services,Other Services,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,0.553,Low,Low similarity score
mobile_phone_accessories,Other Services,Other Services,10024,Arts and Entertainment > Movie Theater,Arts and Entertainment , Movie Theater,0.541,Low,Low similarity score
aircraft_parts_and_supplies,Other Services,Other Services,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.561,Low,Low similarity score
calligraphy,Other Services,Other Services,12080,Community and Government > Library,Community and Government , Library,0.556,Low,Low similarity score
memory_care,Other Services,Other Services,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.583,Low,Low similarity score
sugar_shack,Other Services,Other Services,10019,Arts and Entertainment > Go Kart Track,Arts and Entertainment , Go Kart Track,0.583,Low,Low similarity score
club_crawl,Other Services,Other Services,19065,Travel and Transportation > Cable Car,Travel and Transportation , Cable Car,0.526,Low,Low similarity score
home_security,Other Services,Other Services,12077,Community and Government > Homeless Shelter,Community and Government , Homeless Shelter,0.552,Low,Low similarity score
blueprinters,Other Services,Other Services,17112,Retail > Print Store,Retail , Print Store,0.522,Low,Low similarity score
funeral_services_and_cemeteries,Other Services,Other Services,10022,Arts and Entertainment > Laser Tag Center,Arts and Entertainment , Laser Tag Center,0.511,Low,Low similarity score
lighting_fixtures_and_equipment,Other Services,Other Services,11161,Business and Professional Services > Scientific Equipment Supplier,Business and Professional Services , Scientific Equipment Supplier,0.5,Low,Low similarity score
campus_building,Other Services,Other Services,12064,Community and Government > Government Building,Community and Government , Government Building,0.588,Low,Low similarity score
immigration_and_naturalization,Other Services,Government & Public Services,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.533,Low,Low similarity score
wills_trusts_and_probate,Other Services,Other Services,18000,Sports and Recreation,Sports and Recreation,,0.533,Low,Low similarity score
gunsmith,Other Services,Other Services,11115,Business and Professional Services > Locksmith,Business and Professional Services , Locksmith,0.588,Low,Low similarity score
glass_blowing,Other Services,Other Services,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.571,Low,Low similarity score
colonics,Other Services,Healthcare & Medical,10009,Arts and Entertainment > Circus,Arts and Entertainment , Circus,0.571,Low,Low similarity score
customized_merchandise,Other Services,Other Services,11009,Business and Professional Services > Automotive Service,Business and Professional Services , Automotive Service,0.55,Low,Low similarity score
commercial_refrigeration,Other Services,Other Services,18000,Sports and Recreation,Sports and Recreation,,0.578,Low,Low similarity score
reflexology,Other Services,Other Services,19056,Travel and Transportation > Travel Lounge,Travel and Transportation , Travel Lounge,0.5,Low,Low similarity score
bicycle_path,Other Services,Other Services,10047,Arts and Entertainment > Public Art,Arts and Entertainment , Public Art,0.545,Low,Low similarity score
caricature,Other Services,Other Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.593,Low,Low similarity score
kitchen_incubator,Other Services,Other Services,13059,Dining and Drinking > Juice Bar,Dining and Drinking , Juice Bar,0.538,Low,Low similarity score
machine_and_tool_rentals,Other Services,Other Services,17023,Retail > Computers and Electronics Retail,Retail , Computers and Electronics Retail,0.536,Low,Low similarity score
driving_school,Other Services,Other Services,10050,Arts and Entertainment > Samba School,Arts and Entertainment , Samba School,0.538,Low,Low similarity score
sand_dune,Parks & Natural Features,Parks & Natural Features,18081,Sports and Recreation > Sauna,Sports and Recreation , Sauna,0.571,Low,Low similarity score
wildlife_control,Parks & Natural Features,Parks & Natural Features,17101,Retail > Garden Center,Retail , Garden Center,0.483,Low,Low similarity score
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features,17137,Retail > Video Store,Retail , Video Store,0.483,Low,Low similarity score
matchmaker,Personal Services,Personal Services,10003,Arts and Entertainment > Arcade,Arts and Entertainment , Arcade,0.5,Low,Low similarity score
engraving,Personal Services,Personal Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.588,Low,Low similarity score
pet_breeder,Pet Services,Pet Services,13029,Dining and Drinking > Brewery,Dining and Drinking , Brewery,0.556,Low,Low similarity score
dog_walkers,Pet Services,Pet Services,10006,Arts and Entertainment > Bowling Alley,Arts and Entertainment , Bowling Alley,0.5,Low,Low similarity score
appellate_practice_lawyers,Professional Services,Professional Services,11117,Business and Professional Services > Lottery Retailer,Business and Professional Services , Lottery Retailer,0.476,Low,Low similarity score
divorce_and_family_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.485,Low,Low similarity score
traffic_ticketing_law,Professional Services,Professional Services,19006,Travel and Transportation > Electric Vehicle Charging Station,Travel and Transportation , Electric Vehicle Charging Station,0.481,Low,Low similarity score
civil_rights_lawyers,Professional Services,Professional Services,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.467,Low,Low similarity score
workers_compensation_law,Professional Services,Professional Services,18000,Sports and Recreation,Sports and Recreation,,0.489,Low,Low similarity score
dui_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.556,Low,Low similarity score
web_designer,Professional Services,Professional Services,13387,Dining and Drinking > Winery,Dining and Drinking , Winery,0.556,Low,Low similarity score
bookkeeper,Professional Services,Professional Services,17018,Retail > Bookstore,Retail , Bookstore,0.526,Low,Low similarity score
graphic_designer,Professional Services,Professional Services,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.526,Low,Low similarity score
criminal_defense_law,Professional Services,Professional Services,17143,Retail > Marijuana Dispensary,Retail , Marijuana Dispensary,0.5,Low,Low similarity score
tax_law,Professional Services,Professional Services,19027,Travel and Transportation > Toll Plaza,Travel and Transportation , Toll Plaza,0.471,Low,Low similarity score
patent_law,Professional Services,Professional Services,19003,Travel and Transportation > Boat Rental,Travel and Transportation , Boat Rental,0.571,Low,Low similarity score
product_design,Professional Services,Professional Services,12009,Community and Government > Education,Community and Government , Education,0.522,Low,Low similarity score
law_enforcement,Professional Services,Professional Services,19022,Travel and Transportation > Platform,Travel and Transportation , Platform,0.522,Low,Low similarity score
business_records_storage_and_management,Professional Services,Professional Services,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.481,Low,Low similarity score
tenant_and_eviction_law,Professional Services,Professional Services,18000,Sports and Recreation,Sports and Recreation,,0.545,Low,Low similarity score
manufacturing_and_industrial_consultant,Professional Services,Professional Services,11106,Business and Professional Services > Industrial Estate,Business and Professional Services , Industrial Estate,0.536,Low,Low similarity score
bankruptcy_law,Professional Services,Professional Services,13002,Dining and Drinking > Bakery,Dining and Drinking , Bakery,0.5,Low,Low similarity score
property_management,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.558,Low,Low similarity score
b2b_cleaning_and_waste_management,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.561,Low,Low similarity score
interior_design,Professional Services,Professional Services,15054,Health and Medicine > Veterinarian,Health and Medicine , Veterinarian,0.519,Low,Low similarity score
exterior_design,Professional Services,Professional Services,15054,Health and Medicine > Veterinarian,Health and Medicine , Veterinarian,0.593,Low,Low similarity score
immigration_law,Professional Services,Professional Services,16019,Landmarks and Outdoors > Hiking Trail,Landmarks and Outdoors , Hiking Trail,0.519,Low,Low similarity score
landscape_architect,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.5,Low,Low similarity score
executive_search_consultants,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.571,Low,Low similarity score
disability_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.56,Low,Low similarity score
estate_planning_law,Professional Services,Professional Services,16040,Landmarks and Outdoors > Pedestrian Plaza,Landmarks and Outdoors , Pedestrian Plaza,0.514,Low,Low similarity score
commercial_real_estate,Real Estate,Real Estate,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.571,Low,Low similarity score
episcopal_church,Religious & Spiritual,Religious & Spiritual,10014,Arts and Entertainment > Disc Golf Course,Arts and Entertainment , Disc Golf Course,0.562,Low,Low similarity score
pentecostal_church,Religious & Spiritual,Religious & Spiritual,11037,Business and Professional Services > Equipment Rental Service,Business and Professional Services , Equipment Rental Service,0.476,Low,Low similarity score
church_cathedral,Religious & Spiritual,Religious & Spiritual,13037,Dining and Drinking > Cafeteria,Dining and Drinking , Cafeteria,0.48,Low,Low similarity score
synagogue,Religious & Spiritual,Religious & Spiritual,15022,Health and Medicine > Nursing Home,Health and Medicine , Nursing Home,0.476,Low,Low similarity score
catholic_church,Religious & Spiritual,Religious & Spiritual,19065,Travel and Transportation > Cable Car,Travel and Transportation , Cable Car,0.5,Low,Low similarity score
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual,11177,Business and Professional Services > Wedding Hall,Business and Professional Services , Wedding Hall,0.439,Low,Low similarity score
religious_items,Religious & Spiritual,Religious & Spiritual,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.56,Low,Low similarity score
mosque,Religious & Spiritual,Religious & Spiritual,16026,Landmarks and Outdoors > Monument,Landmarks and Outdoors , Monument,0.571,Low,Low similarity score
sikh_temple,Religious & Spiritual,Religious & Spiritual,13382,Dining and Drinking > Snack Place,Dining and Drinking , Snack Place,0.545,Low,Low similarity score
evangelical_church,Religious & Spiritual,Religious & Spiritual,11060,Business and Professional Services > Geological Service,Business and Professional Services , Geological Service,0.5,Low,Low similarity score
buddhist_temple,Religious & Spiritual,Religious & Spiritual,16029,Landmarks and Outdoors > Nudist Beach,Landmarks and Outdoors , Nudist Beach,0.519,Low,Low similarity score
hindu_temple,Religious & Spiritual,Religious & Spiritual,12008,Community and Government > Dump,Community and Government , Dump,0.5,Low,Low similarity score
baptist_church,Religious & Spiritual,Religious & Spiritual,15002,Health and Medicine > AIDS Resource,Health and Medicine , AIDS Resource,0.519,Low,Low similarity score
anglican_church,Religious & Spiritual,Religious & Spiritual,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.48,Low,Low similarity score
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,11000,Business and Professional Services,Business and Professional Services,,0.586,Low,Low similarity score
psychic_medium,Religious & Spiritual,Religious & Spiritual,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.5,Low,Low similarity score
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,17093,Retail > Leather Goods Store,Retail , Leather Goods Store,0.565,Low,Low similarity score
kiosk,Retail & Shopping,Retail & Shopping,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.4,Low,Low similarity score
childrens_clothing_store,Retail & Shopping,Retail & Shopping,17092,Retail > Knitting Store,Retail , Knitting Store,0.579,Low,Low similarity score
fur_clothing,Retail & Shopping,Retail & Shopping,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,0.526,Low,Low similarity score
b2b_apparel,Retail & Shopping,Retail & Shopping,11181,Business and Professional Services > Appraiser,Business and Professional Services , Appraiser,0.5,Low,Low similarity score
plus_size_clothing,Retail & Shopping,Retail & Shopping,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.545,Low,Low similarity score
tire_repair_shop,Retail & Shopping,Retail & Shopping,11164,Business and Professional Services > Shoe Repair Service,Business and Professional Services , Shoe Repair Service,0.571,Low,Low similarity score
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.512,Low,Low similarity score
ceremonial_clothing,Retail & Shopping,Retail & Shopping,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.571,Low,Low similarity score
eyewear_and_optician,Retail & Shopping,Retail & Shopping,15000,Health and Medicine,Health and Medicine,,0.564,Low,Low similarity score
gun_and_ammo,Retail & Shopping,Retail & Shopping,18020,Sports and Recreation > Gun Range,Sports and Recreation , Gun Range,0.571,Low,Low similarity score
traditional_clothing,Retail & Shopping,Retail & Shopping,12094,Community and Government > Residential Building,Community and Government , Residential Building,0.55,Low,Low similarity score
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,12000,Community and Government,Community and Government,,0.538,Low,Low similarity score
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,17082,Retail > Furniture and Home Store,Retail , Furniture and Home Store,0.566,Low,Low similarity score
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.531,Low,Low similarity score
designer_clothing,Retail & Shopping,Retail & Shopping,19004,Travel and Transportation > Border Crossing,Travel and Transportation , Border Crossing,0.562,Low,Low similarity score
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,11191,Business and Professional Services > Public Relations Firm,Business and Professional Services , Public Relations Firm,0.436,Low,Low similarity score
electronics_repair_shop,Retail & Shopping,Retail & Shopping,17023,Retail > Computers and Electronics Retail,Retail , Computers and Electronics Retail,0.582,Low,Low similarity score
auto_body_shop,Retail & Shopping,Retail & Shopping,13043,Dining and Drinking > Donut Shop,Dining and Drinking , Donut Shop,0.583,Low,Low similarity score
custom_clothing,Retail & Shopping,Retail & Shopping,15001,Health and Medicine > Acupuncture Clinic,Health and Medicine , Acupuncture Clinic,0.485,Low,Low similarity score
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.5,Low,Low similarity score
rental_kiosks,Retail & Shopping,Retail & Shopping,11156,Business and Professional Services > Rental Service,Business and Professional Services , Rental Service,0.593,Low,Low similarity score
surfing,Sports & Recreation,Sports & Recreation,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.588,Low,Low similarity score
archery_range,Sports & Recreation,Sports & Recreation,18020,Sports and Recreation > Gun Range,Sports and Recreation , Gun Range,0.545,Low,Low similarity score
table_tennis_club,Sports & Recreation,Sports & Recreation,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.593,Low,Low similarity score
kiteboarding,Sports & Recreation,Sports & Recreation,18054,Sports and Recreation > Skating,Sports and Recreation , Skating,0.526,Low,Low similarity score
tennis_court,Sports & Recreation,Sports & Recreation,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,0.545,Low,Low similarity score
aerial_tours,Sports & Recreation,Sports & Recreation,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.56,Low,Low similarity score
squash_court,Sports & Recreation,Sports & Recreation,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.545,Low,Low similarity score
snorkeling,Sports & Recreation,Sports & Recreation,18054,Sports and Recreation > Skating,Sports and Recreation , Skating,0.588,Low,Low similarity score
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,18079,Sports and Recreation > Hunting Area,Sports and Recreation , Hunting Area,0.588,Low,Low similarity score
axe_throwing,Sports & Recreation,Sports & Recreation,18054,Sports and Recreation > Skating,Sports and Recreation , Skating,0.526,Low,Low similarity score
badminton_court,Sports & Recreation,Sports & Recreation,10023,Arts and Entertainment > Mini Golf Course,Arts and Entertainment , Mini Golf Course,0.581,Low,Low similarity score
horse_riding,Sports & Recreation,Sports & Recreation,12064,Community and Government > Government Building,Community and Government , Government Building,0.581,Low,Low similarity score
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.586,Low,Low similarity score
paddle_tennis_club,Sports & Recreation,Sports & Recreation,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.571,Low,Low similarity score
data_recovery,Technology & IT,Technology & IT,19064,Travel and Transportation > Boat or Ferry,Travel and Transportation , Boat or Ferry,0.538,Low,Low similarity score
credit_and_debt_counseling,Technology & IT,Technology & IT,11023,Business and Professional Services > Career Counselor,Business and Professional Services , Career Counselor,0.571,Low,Low similarity score
home_network_installation,Technology & IT,Technology & IT,19007,Travel and Transportation > Fuel Station,Travel and Transportation , Fuel Station,0.486,Low,Low similarity score
whale_watching_tours,Tourism & Attractions,Tourism & Attractions,17093,Retail > Leather Goods Store,Retail , Leather Goods Store,0.513,Low,Low similarity score
historical_tours,Tourism & Attractions,Tourism & Attractions,16007,Landmarks and Outdoors > Structure,Landmarks and Outdoors , Structure,0.56,Low,Low similarity score
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions,19003,Travel and Transportation > Boat Rental,Travel and Transportation , Boat Rental,0.562,Low,Low similarity score
attractions_and_activities,Tourism & Attractions,Tourism & Attractions,11008,Business and Professional Services > Automation and Control System,Business and Professional Services , Automation and Control System,0.582,Low,Low similarity score
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions,16000,Landmarks and Outdoors,Landmarks and Outdoors,,0.593,Low,Low similarity score
seaplane_bases,Transportation,Transportation,17096,Retail > Miscellaneous Store,Retail , Miscellaneous Store,0.545,Low,Low similarity score
ride_sharing,Transportation,Transportation,19004,Travel and Transportation > Border Crossing,Travel and Transportation , Border Crossing,0.593,Low,Low similarity score
railway_ticket_agent,Transportation,Transportation,12093,Community and Government > Rehabilitation Center,Community and Government , Rehabilitation Center,0.537,Low,Low similarity score
ferry_boat_company,Transportation,Transportation,11123,Business and Professional Services > Mobile Company,Business and Professional Services , Mobile Company,0.562,Low,Low similarity score
light_rail_and_subway_stations,Transportation,Transportation,19000,Travel and Transportation,Travel and Transportation,,0.582,Low,Low similarity score
taxidermist,Transportation,Transportation,15007,Health and Medicine > Dentist,Health and Medicine , Dentist,0.556,Low,Low similarity score
pet_waste_removal,Utilities & Infrastructure,Utilities & Infrastructure,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,0.571,Low,Low similarity score
energy_equipment_and_solution,Utilities & Infrastructure,Utilities & Infrastructure,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,0.586,Low,Low similarity score
home_energy_auditor,Utilities & Infrastructure,Utilities & Infrastructure,17131,Retail > Stationery Store,Retail , Stationery Store,0.514,Low,Low similarity score
electric_utility_provider,Utilities & Infrastructure,Utilities & Infrastructure,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,0.556,Low,Low similarity score
hazardous_waste_disposal,Utilities & Infrastructure,Utilities & Infrastructure,17143,Retail > Marijuana Dispensary,Retail , Marijuana Dispensary,0.5,Low,Low similarity score
